Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-09,Police Service of Northern Ireland,University,8,0,3,16,51,15,0,9,6,1,1
2012-09,Police Service of Northern Ireland,Newcastle,12,0,4,22,47,8,2,13,8,0,1
2012-09,Police Service of Northern Ireland,Dundonald,6,0,5,8,48,7,1,6,0,1,2
2012-09,Police Service of Northern Ireland,Balmoral,24,3,24,22,125,42,17,35,5,1,3
2012-09,Police Service of Northern Ireland,Waterside Urban,15,0,9,64,118,42,12,22,5,4,5
2012-09,Police Service of Northern Ireland,Greater Andersonstown,10,2,8,33,64,18,11,15,8,2,8
2012-09,Police Service of Northern Ireland,Antrim,29,2,7,114,144,52,4,16,14,4,12
2012-09,Police Service of Northern Ireland,Antrim Line,12,2,2,29,84,20,2,16,2,2,5
2012-09,Police Service of Northern Ireland,Ballymena Rural,9,0,4,21,48,9,0,8,1,3,4
2012-09,Police Service of Northern Ireland,Newtownards,10,0,3,38,97,46,16,19,8,2,4
2012-09,Police Service of Northern Ireland,Enniskillen,9,0,4,37,113,30,10,20,6,3,5
2012-09,Police Service of Northern Ireland,Ballymena South,6,0,4,38,108,17,26,12,8,3,9
2012-09,Police Service of Northern Ireland,Foyle City West,8,1,14,35,104,17,3,14,8,2,6
2012-09,Police Service of Northern Ireland,Tennent Street,39,3,14,98,233,100,11,41,11,9,7
2012-09,Police Service of Northern Ireland,Armagh City,6,2,1,18,44,28,2,11,6,4,4
2012-09,Police Service of Northern Ireland,Greater Falls,8,2,20,36,90,38,6,17,2,5,2
2012-09,Police Service of Northern Ireland,Dungannon,7,1,3,40,98,28,19,11,4,1,13
2012-09,Police Service of Northern Ireland,Whiterock,7,2,10,39,74,33,0,9,9,2,4
2012-09,Police Service of Northern Ireland,Moy and Coalisland,6,0,4,18,56,9,0,6,1,2,13
2012-09,Police Service of Northern Ireland,Upper Falls,8,2,2,31,53,13,0,10,2,0,2
2012-09,Police Service of Northern Ireland,Rowallane,10,1,4,32,54,18,4,7,1,0,7
2012-09,Police Service of Northern Ireland,Larne Town,4,0,1,9,26,10,0,0,2,1,0
2012-09,Police Service of Northern Ireland,Brownlow,4,1,3,10,23,8,5,3,3,4,0
2012-09,Police Service of Northern Ireland,Gilford,9,1,3,9,19,11,0,5,6,1,0
2012-09,Police Service of Northern Ireland,Bushmills,1,0,0,1,4,0,0,0,1,0,0
2012-09,Police Service of Northern Ireland,Waterside Rural,2,0,3,21,40,8,0,7,0,2,4
2012-09,Police Service of Northern Ireland,Bangor Inner,7,1,2,34,107,20,8,18,4,3,3
2012-09,Police Service of Northern Ireland,Clogher Valley,6,0,2,9,39,7,0,2,0,1,2
2012-09,Police Service of Northern Ireland,Ballycastle,5,0,1,4,24,5,0,4,1,1,1
2012-09,Police Service of Northern Ireland,Larne Estates,5,1,0,12,46,11,1,3,1,0,1
2012-09,Police Service of Northern Ireland,Fermanagh West,3,0,0,4,16,3,0,2,0,0,1
2012-09,Police Service of Northern Ireland,Limavady Urban,4,1,2,48,75,32,1,11,9,4,2
