Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-09,Nottinghamshire Police,31-204,2,0,1,2,12,5,0,3,0,3,0
2012-09,Nottinghamshire Police,31-265,3,0,3,0,16,1,5,1,0,0,0
2012-09,Nottinghamshire Police,31-264,1,0,3,6,23,1,5,7,3,2,0
2012-09,Nottinghamshire Police,31-267,3,0,10,11,56,12,6,11,0,0,2
2012-09,Nottinghamshire Police,31-266,3,0,2,8,9,2,0,3,0,0,0
2012-09,Nottinghamshire Police,31-261,2,0,1,4,9,4,2,7,5,0,1
2012-09,Nottinghamshire Police,31-260,1,0,7,8,13,10,0,16,1,0,4
2012-09,Nottinghamshire Police,31-262,1,0,0,1,4,1,0,0,1,0,1
2012-09,Nottinghamshire Police,31-7,1,0,1,1,1,1,0,1,0,0,0
2012-09,Nottinghamshire Police,31-269,5,1,4,5,13,6,0,5,0,0,0
2012-09,Nottinghamshire Police,31-268,3,0,4,3,17,7,1,3,0,1,0
2012-09,Nottinghamshire Police,31-6,13,0,10,14,22,3,2,3,2,1,1
2012-09,Nottinghamshire Police,31-171,4,0,3,4,14,5,1,4,0,0,1
2012-09,Nottinghamshire Police,31-173,6,0,2,3,18,1,2,2,2,1,0
2012-09,Nottinghamshire Police,31-172,2,0,2,2,7,3,1,6,1,0,0
2012-09,Nottinghamshire Police,31-177,2,0,3,1,6,2,2,2,0,0,0
2012-09,Nottinghamshire Police,31-179,5,1,1,3,13,6,0,5,0,2,0
2012-09,Nottinghamshire Police,31-178,1,0,0,1,6,3,2,3,0,1,1
2012-09,Nottinghamshire Police,31-51,3,1,5,14,39,5,8,9,2,0,0
2012-09,Nottinghamshire Police,31-56,7,1,1,7,14,5,2,6,2,3,1
2012-09,Nottinghamshire Police,31-55,3,0,0,11,12,7,0,7,0,1,2
2012-09,Nottinghamshire Police,31-54,4,0,1,5,14,2,2,6,3,0,0
2012-09,Nottinghamshire Police,31-250,7,0,6,4,22,5,0,1,0,0,2
2012-09,Nottinghamshire Police,31-251,2,0,4,2,7,3,0,7,2,0,0
2012-09,Nottinghamshire Police,31-252,1,0,1,2,9,4,2,4,1,1,1
2012-09,Nottinghamshire Police,31-253,7,0,6,13,36,14,0,6,6,3,1
2012-09,Nottinghamshire Police,31-254,6,0,3,0,9,6,0,2,0,0,0
2012-09,Nottinghamshire Police,31-255,13,0,2,4,10,2,0,3,0,0,1
2012-09,Nottinghamshire Police,31-256,4,0,0,3,15,0,0,1,0,0,0
2012-09,Nottinghamshire Police,31-258,0,0,0,0,0,0,0,0,0,0,0
2012-09,Nottinghamshire Police,31-259,3,0,5,6,16,3,1,7,1,2,1
2012-09,Nottinghamshire Police,31-44,4,0,6,7,10,9,1,8,0,1,0
2012-09,Nottinghamshire Police,31-46,3,0,3,10,56,8,0,2,0,4,3
2012-09,Nottinghamshire Police,31-47,4,0,2,17,39,8,16,11,5,8,3
2012-09,Nottinghamshire Police,31-40,4,0,1,2,8,4,1,3,0,0,0
2012-09,Nottinghamshire Police,31-43,0,0,3,1,17,3,2,5,2,1,3
2012-09,Nottinghamshire Police,31-148,4,0,3,1,8,1,1,7,1,0,0
2012-09,Nottinghamshire Police,31-149,5,0,3,5,15,5,0,1,1,0,1
2012-09,Nottinghamshire Police,31-144,1,0,9,21,54,6,8,41,8,5,0
2012-09,Nottinghamshire Police,31-145,10,1,3,42,52,5,53,75,5,10,5
2012-09,Nottinghamshire Police,31-146,4,2,4,20,29,6,26,70,4,3,4
2012-09,Nottinghamshire Police,31-147,1,0,3,3,10,4,5,9,0,3,0
2012-09,Nottinghamshire Police,31-140,6,1,2,11,27,6,0,5,1,0,0
2012-09,Nottinghamshire Police,31-141,4,0,3,2,12,4,4,2,0,0,0
2012-09,Nottinghamshire Police,31-142,4,0,2,6,8,4,0,16,2,3,0
2012-09,Nottinghamshire Police,31-143,3,1,2,20,28,5,33,42,15,7,4
2012-09,Nottinghamshire Police,31-249,2,0,1,0,4,3,0,1,2,0,1
2012-09,Nottinghamshire Police,31-248,0,1,1,3,13,8,1,1,0,0,0
2012-09,Nottinghamshire Police,31-247,2,0,7,9,21,12,11,8,5,2,2
2012-09,Nottinghamshire Police,31-246,0,0,4,2,7,0,0,4,1,0,0
2012-09,Nottinghamshire Police,31-245,0,0,4,6,21,4,0,1,1,3,0
2012-09,Nottinghamshire Police,31-244,7,0,1,6,7,6,1,2,0,0,0
2012-09,Nottinghamshire Police,31-243,5,0,4,0,7,4,1,6,1,1,1
2012-09,Nottinghamshire Police,31-242,3,0,5,0,14,0,0,3,0,0,0
2012-09,Nottinghamshire Police,31-241,2,0,3,0,7,5,0,4,0,0,1
2012-09,Nottinghamshire Police,31-240,1,0,3,6,3,2,1,0,0,0,1
2012-09,Nottinghamshire Police,31-30,6,1,4,15,35,11,6,10,0,3,1
2012-09,Nottinghamshire Police,31-33,2,0,1,1,5,0,0,0,0,0,0
2012-09,Nottinghamshire Police,31-32,6,0,0,0,6,2,0,2,0,0,0
2012-09,Nottinghamshire Police,31-34,5,0,1,1,9,1,0,4,0,0,0
2012-09,Nottinghamshire Police,31-36,2,0,0,5,0,0,0,7,0,0,1
2012-09,Nottinghamshire Police,31-159,2,1,2,6,15,3,1,0,2,0,1
2012-09,Nottinghamshire Police,31-158,2,1,2,11,18,2,0,6,3,4,0
2012-09,Nottinghamshire Police,31-153,1,0,4,0,1,1,26,6,1,2,1
2012-09,Nottinghamshire Police,31-152,3,1,3,10,17,5,0,5,2,2,2
2012-09,Nottinghamshire Police,31-151,2,0,3,14,49,10,2,10,2,6,1
2012-09,Nottinghamshire Police,31-150,6,0,3,10,25,5,7,6,4,0,3
2012-09,Nottinghamshire Police,31-157,2,0,0,1,24,5,0,2,1,1,2
2012-09,Nottinghamshire Police,31-156,1,0,3,6,13,0,12,5,3,0,0
2012-09,Nottinghamshire Police,31-155,3,1,5,3,8,5,0,6,3,1,3
2012-09,Nottinghamshire Police,31-154,3,0,5,2,8,0,0,3,1,0,0
2012-09,Nottinghamshire Police,31-53,11,0,3,11,28,8,0,7,3,1,1
2012-09,Nottinghamshire Police,31-52,8,1,3,6,24,7,0,7,0,1,0
2012-09,Nottinghamshire Police,31-238,2,0,0,2,8,3,0,2,0,0,0
2012-09,Nottinghamshire Police,31-239,5,0,7,13,57,13,11,11,4,2,3
2012-09,Nottinghamshire Police,31-233,0,0,0,1,0,0,0,1,0,0,0
2012-09,Nottinghamshire Police,31-230,1,0,0,1,5,0,0,1,0,0,1
2012-09,Nottinghamshire Police,31-231,0,0,2,4,8,4,0,12,0,1,0
2012-09,Nottinghamshire Police,31-237,6,0,4,12,38,8,7,15,5,0,2
2012-09,Nottinghamshire Police,31-235,2,0,6,2,3,1,0,0,1,0,0
2012-09,Nottinghamshire Police,31-26,11,0,17,4,34,6,2,11,1,0,1
2012-09,Nottinghamshire Police,31-27,0,0,5,5,42,9,5,9,2,3,3
2012-09,Nottinghamshire Police,31-24,6,0,1,7,29,8,5,11,1,2,0
2012-09,Nottinghamshire Police,31-28,7,0,6,7,11,6,5,13,1,0,1
2012-09,Nottinghamshire Police,31-128,4,0,4,9,18,8,10,12,2,1,2
2012-09,Nottinghamshire Police,31-129,5,1,2,8,16,11,0,11,1,0,1
2012-09,Nottinghamshire Police,31-126,3,0,4,4,8,4,5,3,1,0,0
2012-09,Nottinghamshire Police,31-127,8,0,4,15,42,16,2,3,1,3,1
2012-09,Nottinghamshire Police,31-124,5,1,2,3,34,3,1,2,3,0,1
2012-09,Nottinghamshire Police,31-125,2,0,4,3,5,3,1,4,0,0,1
2012-09,Nottinghamshire Police,31-122,2,0,1,25,20,10,7,9,4,5,1
2012-09,Nottinghamshire Police,31-123,3,0,1,7,15,3,0,0,3,1,0
2012-09,Nottinghamshire Police,31-120,5,0,2,10,25,10,0,11,2,0,0
2012-09,Nottinghamshire Police,31-121,3,0,1,5,10,1,4,5,2,1,2
2012-09,Nottinghamshire Police,31-180,4,0,2,3,13,2,3,7,0,0,0
2012-09,Nottinghamshire Police,31-181,0,0,1,1,7,3,12,11,2,0,2
2012-09,Nottinghamshire Police,31-182,4,0,1,1,7,3,1,2,0,0,1
2012-09,Nottinghamshire Police,31-183,4,0,2,1,5,1,0,3,0,0,0
2012-09,Nottinghamshire Police,31-184,6,0,5,0,3,3,0,2,0,1,0
2012-09,Nottinghamshire Police,31-185,2,0,6,3,12,2,0,3,1,1,0
2012-09,Nottinghamshire Police,31-186,1,0,0,1,1,1,0,1,0,0,0
2012-09,Nottinghamshire Police,31-187,6,0,0,2,14,5,5,3,0,1,2
2012-09,Nottinghamshire Police,31-188,2,0,2,2,20,4,0,3,2,0,0
2012-09,Nottinghamshire Police,31-189,3,0,2,7,18,8,0,2,0,0,1
2012-09,Nottinghamshire Police,31-223,8,0,1,4,9,7,4,2,3,1,1
2012-09,Nottinghamshire Police,31-222,0,0,0,0,0,0,0,0,0,0,0
2012-09,Nottinghamshire Police,31-18,0,0,0,0,0,0,0,0,0,0,0
2012-09,Nottinghamshire Police,31-14,6,0,0,2,7,0,0,3,1,0,1
2012-09,Nottinghamshire Police,31-12,3,0,2,4,16,1,4,3,1,1,0
2012-09,Nottinghamshire Police,31-11,0,0,0,1,16,4,0,1,0,0,0
2012-09,Nottinghamshire Police,31-97,3,1,3,7,16,8,6,3,2,1,0
2012-09,Nottinghamshire Police,31-94,1,0,3,12,23,3,1,1,1,0,1
2012-09,Nottinghamshire Police,31-93,0,1,2,5,8,1,0,1,0,0,1
2012-09,Nottinghamshire Police,31-92,3,0,1,9,21,8,1,2,1,1,0
2012-09,Nottinghamshire Police,31-91,0,0,4,3,13,0,3,2,0,0,0
2012-09,Nottinghamshire Police,31-90,1,0,4,3,9,4,0,0,1,0,0
2012-09,Nottinghamshire Police,31-59,6,0,5,11,15,4,1,5,0,0,2
2012-09,Nottinghamshire Police,31-98,5,0,3,5,17,4,0,0,0,0,0
2012-09,Nottinghamshire Police,31-139,4,3,0,8,33,9,1,9,5,2,0
2012-09,Nottinghamshire Police,31-138,3,0,4,6,12,6,0,6,1,3,0
2012-09,Nottinghamshire Police,31-135,5,0,2,5,21,2,7,3,2,0,1
2012-09,Nottinghamshire Police,31-134,0,0,0,0,0,0,0,0,0,0,0
2012-09,Nottinghamshire Police,31-137,5,0,6,5,14,9,5,3,2,0,0
2012-09,Nottinghamshire Police,31-136,4,1,10,6,15,8,2,7,1,1,1
2012-09,Nottinghamshire Police,31-131,8,0,1,4,32,4,0,6,3,0,2
2012-09,Nottinghamshire Police,31-130,3,1,2,7,14,3,14,9,2,2,1
2012-09,Nottinghamshire Police,31-133,4,0,2,10,33,3,0,6,5,2,4
2012-09,Nottinghamshire Police,31-132,2,0,2,5,9,4,0,1,0,0,0
