Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-11,Durham Constabulary,80,0,0,7,3,31,11,2,8,1,0,2
2012-11,Durham Constabulary,81,2,0,4,2,15,4,0,5,1,0,1
2012-11,Durham Constabulary,86,12,1,10,32,54,29,39,26,12,9,9
2012-11,Durham Constabulary,87,4,0,2,1,6,2,3,1,0,0,0
2012-11,Durham Constabulary,3,2,0,0,2,7,1,3,1,3,0,1
2012-11,Durham Constabulary,7,3,0,0,1,8,3,1,3,0,1,1
2012-11,Durham Constabulary,108,0,0,1,2,1,1,2,0,0,0,0
2012-11,Durham Constabulary,109,7,0,5,0,7,4,1,5,0,1,0
2012-11,Durham Constabulary,102,2,0,2,7,14,12,0,9,2,0,1
2012-11,Durham Constabulary,103,1,0,3,1,6,2,0,0,0,0,0
2012-11,Durham Constabulary,100,6,0,5,0,35,10,3,11,1,0,2
2012-11,Durham Constabulary,101,1,0,0,4,12,0,1,1,1,0,1
2012-11,Durham Constabulary,106,6,0,9,7,26,7,6,3,1,3,1
2012-11,Durham Constabulary,107,3,0,1,0,5,1,0,0,0,0,1
2012-11,Durham Constabulary,104,2,0,3,0,3,0,0,1,0,0,1
2012-11,Durham Constabulary,105,4,0,2,1,4,2,1,7,0,0,1
2012-11,Durham Constabulary,39,13,1,3,18,44,8,13,27,18,10,7
2012-11,Durham Constabulary,38,0,0,2,1,11,2,1,0,0,0,0
2012-11,Durham Constabulary,33,4,0,1,4,16,6,0,5,2,2,0
2012-11,Durham Constabulary,32,2,0,0,0,8,1,0,4,0,0,1
2012-11,Durham Constabulary,31,1,0,0,1,8,2,0,0,1,0,0
2012-11,Durham Constabulary,30,4,0,1,4,9,0,1,2,0,0,2
2012-11,Durham Constabulary,37,3,0,2,6,34,7,0,4,1,1,0
2012-11,Durham Constabulary,36,0,0,0,0,0,0,0,0,0,0,0
2012-11,Durham Constabulary,35,2,0,2,3,7,3,0,1,0,0,0
2012-11,Durham Constabulary,34,2,0,0,0,3,1,0,1,0,0,1
2012-11,Durham Constabulary,60,4,0,1,5,38,4,3,3,1,1,1
2012-11,Durham Constabulary,62,6,0,1,3,13,6,9,4,1,1,2
2012-11,Durham Constabulary,63,4,0,2,1,10,3,0,2,0,0,0
2012-11,Durham Constabulary,64,5,0,3,3,37,8,10,12,0,0,1
2012-11,Durham Constabulary,66,1,0,0,3,9,0,0,2,1,1,1
2012-11,Durham Constabulary,67,1,0,0,6,22,5,0,8,0,2,0
2012-11,Durham Constabulary,68,1,0,0,0,2,3,0,2,0,0,0
2012-11,Durham Constabulary,69,3,0,0,1,2,6,0,1,0,0,0
2012-11,Durham Constabulary,174,0,0,0,0,0,0,0,0,0,0,0
2012-11,Durham Constabulary,173,0,0,22,4,3,2,0,1,0,1,2
2012-11,Durham Constabulary,172,4,0,2,4,15,6,3,6,0,0,1
2012-11,Durham Constabulary,171,1,0,4,0,5,0,1,0,0,1,0
2012-11,Durham Constabulary,170,0,0,1,1,1,0,0,1,0,0,1
2012-11,Durham Constabulary,2,2,0,1,1,13,8,2,5,0,2,0
2012-11,Durham Constabulary,162,2,0,0,2,10,2,0,2,0,0,0
2012-11,Durham Constabulary,6,2,0,2,0,1,1,0,0,0,0,0
2012-11,Durham Constabulary,99,1,0,5,1,19,5,1,5,0,0,2
2012-11,Durham Constabulary,98,0,0,1,1,2,1,0,3,0,0,2
2012-11,Durham Constabulary,168,1,0,0,1,20,3,0,1,0,0,0
2012-11,Durham Constabulary,169,0,0,0,1,2,0,0,0,0,0,0
2012-11,Durham Constabulary,91,1,0,1,1,3,1,4,0,0,0,0
2012-11,Durham Constabulary,90,1,0,1,5,13,12,1,1,0,0,0
2012-11,Durham Constabulary,93,0,0,0,3,4,1,1,2,0,0,1
2012-11,Durham Constabulary,92,7,0,1,1,15,3,0,0,3,0,0
2012-11,Durham Constabulary,95,5,0,0,1,16,4,5,5,0,0,2
2012-11,Durham Constabulary,94,2,0,2,3,12,0,2,0,0,1,1
2012-11,Durham Constabulary,97,1,0,1,0,3,0,0,1,0,1,0
2012-11,Durham Constabulary,96,4,0,8,3,24,9,0,6,0,0,1
2012-11,Durham Constabulary,11,3,0,2,1,14,1,0,2,0,2,1
2012-11,Durham Constabulary,10,1,0,0,3,12,1,0,0,0,1,0
2012-11,Durham Constabulary,13,1,0,0,1,6,0,1,1,0,0,0
2012-11,Durham Constabulary,12,6,0,4,2,17,7,1,2,0,0,1
2012-11,Durham Constabulary,15,1,0,0,0,2,4,0,0,0,0,0
2012-11,Durham Constabulary,14,2,0,7,0,8,2,0,1,1,0,0
2012-11,Durham Constabulary,17,5,0,1,0,3,2,0,1,0,0,0
2012-11,Durham Constabulary,16,1,0,1,0,4,1,0,3,0,0,0
2012-11,Durham Constabulary,19,1,0,2,3,1,0,0,1,0,0,0
2012-11,Durham Constabulary,18,1,0,0,6,19,6,2,2,1,0,3
2012-11,Durham Constabulary,117,0,0,3,2,9,1,0,0,0,0,0
2012-11,Durham Constabulary,116,1,0,1,2,4,1,1,0,0,0,0
2012-11,Durham Constabulary,151,0,0,0,0,8,0,0,0,1,0,0
2012-11,Durham Constabulary,153,4,0,7,1,31,12,6,4,1,0,1
2012-11,Durham Constabulary,152,0,0,0,0,0,0,0,1,0,0,0
2012-11,Durham Constabulary,155,6,0,2,9,46,5,1,10,1,0,2
2012-11,Durham Constabulary,154,28,2,18,14,141,33,21,16,3,3,2
2012-11,Durham Constabulary,157,0,0,0,1,5,0,0,5,0,0,0
2012-11,Durham Constabulary,156,1,0,0,3,3,4,0,0,0,0,1
2012-11,Durham Constabulary,159,1,0,0,4,18,7,0,3,2,1,1
2012-11,Durham Constabulary,158,0,0,0,1,0,0,0,0,0,0,0
2012-11,Durham Constabulary,48,14,1,6,3,27,6,0,3,1,1,1
2012-11,Durham Constabulary,49,2,0,1,0,20,5,4,4,0,0,0
2012-11,Durham Constabulary,46,1,0,0,1,16,3,0,2,4,0,0
2012-11,Durham Constabulary,47,1,0,0,2,9,1,0,3,0,0,0
2012-11,Durham Constabulary,44,1,0,1,5,4,0,0,1,0,1,0
2012-11,Durham Constabulary,45,1,0,1,1,11,3,0,4,0,0,0
2012-11,Durham Constabulary,42,1,1,8,0,7,5,0,0,1,1,1
2012-11,Durham Constabulary,43,2,0,1,0,15,1,0,4,0,1,0
2012-11,Durham Constabulary,40,1,0,2,0,4,1,0,2,0,0,0
2012-11,Durham Constabulary,41,3,0,1,5,33,5,8,8,3,1,0
2012-11,Durham Constabulary,1,0,0,1,2,16,3,10,7,0,1,1
2012-11,Durham Constabulary,5,4,0,0,6,21,3,1,5,0,0,0
2012-11,Durham Constabulary,9,0,0,0,0,1,1,0,0,0,0,1
2012-11,Durham Constabulary,147,4,0,1,12,69,14,5,4,1,1,0
2012-11,Durham Constabulary,144,0,0,0,0,1,1,0,0,0,0,0
2012-11,Durham Constabulary,143,0,0,1,1,1,2,0,2,0,1,1
2012-11,Durham Constabulary,141,7,0,3,0,10,5,0,5,0,0,2
2012-11,Durham Constabulary,148,0,0,0,0,0,3,0,0,0,0,0
2012-11,Durham Constabulary,77,3,0,2,2,5,6,0,1,0,0,0
2012-11,Durham Constabulary,76,0,0,1,4,42,6,1,1,0,1,0
2012-11,Durham Constabulary,75,6,0,2,12,41,12,17,14,2,4,6
2012-11,Durham Constabulary,73,2,0,0,7,17,3,0,3,1,0,0
2012-11,Durham Constabulary,72,1,0,0,3,32,4,3,3,1,1,1
2012-11,Durham Constabulary,71,4,0,0,4,28,12,2,7,0,4,0
2012-11,Durham Constabulary,70,0,0,2,2,16,3,0,6,0,0,1
2012-11,Durham Constabulary,79,2,0,3,6,29,7,1,6,1,2,1
2012-11,Durham Constabulary,78,5,0,8,1,28,10,2,4,1,1,3
